AdopterID,activity_level,home_type,home_size,pet_experience,available_time,kids_present,other_pets,pet_budget,insurance_willing,vet_commitment,air_conditioning_available,training_commitment,patience_level,grooming_tolerance,noise_tolerance,long_term_commitment
A749,medium,apartment,medium,intermediate,medium,yes,no,low,yes,high,no,medium,high,low,medium,yes
A750,low,apartment,small,beginner,low,no,yes,high,yes,low,yes,high,medium,medium,medium,yes
A751,low,house,large,experienced,low,yes,yes,low,yes,medium,yes,low,medium,high,medium,no
A752,medium,house,small,beginner,medium,yes,yes,low,yes,medium,yes,high,medium,low,low,yes
A753,high,apartment,medium,intermediate,medium,yes,no,low,no,high,no,low,low,medium,high,yes
A754,low,house,medium,intermediate,low,yes,yes,low,no,low,no,medium,low,low,low,yes
A755,medium,house,large,experienced,high,no,yes,low,no,medium,no,low,low,medium,medium,yes
A756,medium,house,small,experienced,high,no,no,high,yes,medium,yes,high,high,low,medium,no
A757,high,apartment,small,intermediate,low,yes,no,medium,yes,medium,no,high,high,high,medium,no
A758,high,house,large,intermediate,low,no,no,low,no,high,yes,high,medium,medium,medium,yes
A759,low,house,large,experienced,high,no,no,medium,yes,medium,yes,high,low,medium,high,yes
A760,low,house,large,experienced,medium,no,no,medium,yes,low,no,high,high,high,low,no
A761,high,house,medium,beginner,medium,no,yes,low,yes,high,yes,low,medium,high,high,yes
A762,high,house,medium,beginner,low,yes,yes,high,no,low,yes,low,medium,medium,high,yes
A763,medium,apartment,medium,intermediate,low,yes,no,medium,no,low,yes,medium,medium,high,medium,yes
A764,low,apartment,large,beginner,medium,no,yes,high,yes,high,yes,medium,medium,high,low,no
A765,high,apartment,large,beginner,low,no,yes,high,yes,medium,yes,medium,low,high,high,no
A766,medium,apartment,medium,beginner,low,yes,yes,high,no,medium,no,low,low,low,high,no
A767,medium,apartment,small,intermediate,high,yes,no,medium,yes,medium,yes,low,medium,low,low,no
A768,high,apartment,medium,beginner,medium,no,no,high,yes,high,yes,low,high,high,high,no
A769,low,house,medium,beginner,low,yes,yes,low,yes,high,no,high,high,medium,medium,no
A770,high,apartment,large,beginner,low,no,yes,medium,no,high,yes,medium,high,medium,low,no
A771,low,house,large,experienced,low,yes,yes,low,no,medium,yes,low,medium,medium,high,no
A772,high,house,small,experienced,medium,yes,yes,high,no,low,yes,medium,low,high,low,no
A773,high,house,medium,beginner,medium,yes,no,low,no,high,no,high,high,high,medium,yes
A774,medium,house,small,beginner,high,yes,yes,low,yes,low,yes,low,low,high,medium,yes
A775,medium,house,small,intermediate,medium,no,no,medium,yes,low,no,medium,high,medium,low,yes
A776,high,apartment,large,intermediate,medium,no,no,low,yes,high,yes,medium,high,low,low,no
A777,medium,house,small,experienced,medium,yes,no,medium,yes,medium,no,high,medium,medium,medium,yes
A778,low,house,medium,experienced,medium,yes,no,low,no,medium,yes,high,high,high,high,no
A779,high,house,small,beginner,medium,yes,yes,medium,yes,low,yes,medium,low,medium,high,no
A780,medium,house,medium,beginner,low,no,yes,low,no,medium,yes,medium,high,medium,high,yes
A781,high,house,large,experienced,low,no,no,high,no,low,no,high,high,low,low,yes
A782,low,house,small,experienced,medium,yes,yes,low,yes,low,yes,high,medium,medium,high,yes
A783,medium,house,large,beginner,medium,yes,no,medium,no,high,no,medium,low,medium,low,no
A784,high,house,medium,beginner,high,no,no,high,no,high,yes,high,medium,medium,medium,yes
A785,low,apartment,medium,intermediate,high,yes,yes,low,yes,low,yes,high,low,medium,low,yes
A786,low,house,small,beginner,medium,no,yes,medium,yes,high,no,medium,high,low,high,no
A787,high,apartment,large,intermediate,high,yes,no,medium,yes,high,no,medium,medium,medium,medium,no
A788,low,house,small,beginner,high,yes,yes,high,yes,high,no,low,high,medium,medium,yes
A789,high,house,medium,intermediate,high,no,no,high,no,medium,yes,high,medium,high,low,no
A790,low,apartment,medium,beginner,medium,yes,no,medium,yes,medium,no,medium,low,low,high,yes
A791,medium,apartment,large,intermediate,medium,no,yes,low,yes,high,yes,high,medium,medium,high,no
A792,medium,house,large,experienced,low,no,yes,low,yes,high,no,medium,low,low,medium,yes
A793,high,house,small,beginner,high,yes,no,low,yes,low,no,medium,high,high,high,yes
A794,low,house,small,intermediate,high,yes,yes,high,yes,high,no,low,high,high,low,yes
A795,medium,house,small,intermediate,medium,no,no,high,no,low,yes,low,medium,medium,medium,no
A796,high,house,medium,experienced,medium,yes,no,low,yes,low,yes,medium,low,high,high,no
A797,high,house,large,intermediate,medium,yes,no,medium,no,high,no,low,high,low,low,no
A798,medium,house,medium,intermediate,medium,no,no,low,yes,medium,no,high,low,high,medium,no
A799,high,apartment,medium,experienced,high,no,no,low,yes,low,no,low,medium,medium,high,no
A800,medium,apartment,medium,beginner,medium,yes,no,high,no,medium,no,medium,medium,low,medium,yes
A801,medium,apartment,small,experienced,low,yes,yes,high,no,high,yes,low,low,low,high,no
A802,high,apartment,medium,beginner,low,no,no,low,no,medium,yes,high,low,medium,high,yes
A803,low,apartment,medium,intermediate,low,no,no,low,yes,high,no,low,medium,medium,low,no
A804,medium,apartment,large,experienced,high,no,yes,medium,no,low,yes,low,medium,medium,low,no
A805,high,apartment,large,experienced,high,no,no,medium,no,high,no,low,high,medium,high,yes
A806,high,house,large,experienced,low,no,no,medium,no,high,yes,high,high,low,low,yes
A807,medium,apartment,large,experienced,low,no,no,medium,yes,high,yes,low,medium,high,medium,no
A808,medium,apartment,small,intermediate,high,no,yes,high,yes,high,no,low,medium,high,medium,no
A809,low,house,large,beginner,low,yes,no,medium,yes,medium,no,medium,high,high,high,yes
A810,high,apartment,small,beginner,high,no,yes,medium,no,low,yes,medium,high,high,low,no
A811,medium,house,small,beginner,low,yes,yes,medium,yes,low,no,medium,medium,low,medium,no
A812,high,house,medium,beginner,low,yes,yes,high,no,medium,no,low,medium,low,medium,no
A813,medium,apartment,medium,experienced,medium,yes,yes,high,no,medium,yes,low,high,high,medium,no
A814,low,apartment,small,intermediate,low,yes,yes,high,no,low,no,high,low,medium,low,no
A815,low,apartment,medium,experienced,medium,no,yes,medium,no,medium,yes,high,medium,low,medium,yes
A816,medium,apartment,small,intermediate,medium,no,yes,high,no,high,no,high,high,medium,medium,no
A817,medium,apartment,small,beginner,high,no,no,high,yes,medium,no,medium,medium,high,high,yes
A818,high,house,large,intermediate,medium,yes,yes,low,no,low,no,medium,low,medium,high,yes
A819,medium,house,medium,beginner,low,yes,no,low,no,high,no,high,medium,low,medium,yes
A820,high,house,medium,experienced,high,no,no,low,yes,high,yes,low,medium,medium,low,no
A821,high,house,medium,experienced,high,yes,no,medium,no,medium,no,high,medium,medium,medium,yes
A822,medium,apartment,medium,experienced,low,no,yes,medium,no,low,yes,high,low,high,medium,yes
A823,low,apartment,medium,experienced,high,yes,yes,low,yes,medium,no,high,medium,low,medium,yes
A824,medium,apartment,medium,beginner,high,yes,yes,medium,no,low,yes,low,low,medium,medium,no
A825,medium,apartment,medium,experienced,medium,yes,no,medium,no,high,no,low,high,low,medium,yes
A826,medium,house,small,experienced,low,yes,no,high,no,medium,yes,low,high,high,high,yes
A827,high,house,large,beginner,medium,no,yes,high,yes,medium,no,high,high,medium,medium,no
A828,low,house,small,intermediate,medium,yes,no,low,no,high,yes,high,low,high,low,no
A829,medium,apartment,medium,intermediate,medium,no,no,low,no,medium,yes,medium,medium,medium,high,yes
A830,medium,apartment,medium,beginner,low,no,no,high,yes,low,no,medium,high,medium,medium,yes
A831,low,house,medium,experienced,low,yes,yes,high,yes,medium,yes,medium,low,medium,low,no
A832,medium,house,small,beginner,low,yes,yes,medium,no,medium,yes,medium,low,low,medium,yes
A833,medium,apartment,medium,experienced,medium,yes,yes,high,no,medium,yes,low,medium,medium,high,yes
A834,high,house,small,beginner,medium,no,yes,low,no,high,no,low,high,medium,low,no
A835,high,apartment,small,intermediate,high,no,no,low,yes,high,no,medium,medium,medium,high,no
A836,low,apartment,small,experienced,high,yes,no,low,no,low,yes,high,medium,low,medium,no
A837,low,house,medium,experienced,medium,no,no,high,yes,high,yes,low,medium,high,high,yes
A838,high,apartment,medium,intermediate,high,no,yes,medium,no,low,no,medium,medium,low,low,no
A839,medium,house,small,beginner,high,yes,yes,high,no,low,no,high,medium,low,medium,no
A840,low,house,large,intermediate,low,yes,yes,medium,no,low,no,medium,high,medium,medium,no
A841,low,apartment,small,beginner,low,no,no,high,yes,high,yes,low,medium,medium,high,no
A842,high,apartment,medium,beginner,medium,yes,yes,medium,yes,high,no,low,medium,high,low,no
A843,high,house,medium,experienced,medium,yes,no,medium,no,high,no,low,high,low,low,no
A844,medium,house,large,intermediate,high,yes,no,medium,yes,low,no,medium,low,high,medium,no
A845,high,house,large,beginner,high,yes,yes,medium,yes,low,yes,high,low,low,medium,yes
A846,medium,house,large,beginner,medium,no,yes,high,yes,high,yes,low,medium,high,low,no
A847,medium,apartment,large,intermediate,low,yes,yes,medium,yes,high,yes,high,medium,medium,low,no
A848,low,apartment,small,experienced,medium,no,no,medium,no,medium,no,low,low,medium,high,yes
A849,low,apartment,small,intermediate,low,yes,yes,low,yes,high,yes,medium,high,high,low,no
A850,low,apartment,medium,intermediate,high,no,yes,high,yes,high,yes,high,high,high,low,no
A851,medium,house,medium,intermediate,low,no,yes,high,yes,high,yes,low,low,medium,medium,yes
A852,high,apartment,large,beginner,high,yes,no,medium,yes,medium,yes,low,medium,medium,high,yes
A853,high,apartment,large,beginner,medium,no,no,low,no,medium,yes,low,high,low,low,yes
A854,medium,house,medium,intermediate,low,yes,no,low,yes,low,no,medium,medium,low,low,no
A855,medium,apartment,large,beginner,high,yes,no,high,yes,medium,yes,low,high,low,high,no
A856,high,apartment,large,intermediate,low,yes,no,high,no,high,no,low,low,low,medium,yes
A857,high,apartment,large,beginner,medium,no,no,medium,no,medium,yes,low,high,high,medium,no
A858,high,apartment,small,beginner,low,yes,yes,high,yes,low,yes,high,medium,medium,high,yes
A859,high,apartment,large,beginner,high,no,yes,high,yes,high,yes,medium,medium,high,high,yes
A860,high,house,large,experienced,medium,no,yes,medium,no,medium,yes,medium,high,medium,high,yes
A861,low,house,small,experienced,low,yes,no,high,no,high,no,high,low,low,high,yes
A862,high,apartment,medium,experienced,medium,yes,yes,high,no,low,yes,medium,high,medium,medium,no
A863,low,house,small,intermediate,low,no,no,low,yes,high,no,low,medium,high,low,no
A864,high,house,small,experienced,high,no,no,medium,no,high,yes,high,low,high,low,no
A865,medium,house,large,beginner,high,no,no,low,no,high,yes,medium,high,medium,medium,yes
A866,high,house,small,intermediate,low,yes,yes,high,yes,medium,no,medium,low,medium,high,no
A867,medium,apartment,small,beginner,medium,no,no,high,yes,high,yes,high,high,high,high,yes
A868,medium,apartment,medium,beginner,low,yes,yes,medium,no,medium,yes,medium,high,medium,medium,yes
A869,medium,apartment,medium,beginner,high,yes,yes,high,no,medium,yes,low,high,high,low,yes
A870,low,apartment,small,intermediate,medium,yes,no,low,yes,high,no,medium,low,low,medium,no
A871,high,house,small,beginner,high,yes,yes,medium,no,medium,no,medium,high,medium,high,no
A872,high,apartment,medium,beginner,medium,no,yes,low,yes,low,no,high,high,high,high,yes
A873,medium,apartment,small,experienced,high,yes,yes,low,no,high,yes,medium,medium,high,high,yes
A874,medium,apartment,small,experienced,low,no,yes,medium,no,medium,no,high,low,low,low,no
A875,medium,apartment,small,beginner,low,yes,yes,high,yes,medium,no,medium,low,low,medium,yes
A876,low,apartment,large,intermediate,low,no,no,medium,no,high,no,medium,medium,high,low,no
A877,medium,apartment,large,beginner,medium,no,no,high,no,medium,no,medium,high,medium,medium,no
A878,medium,apartment,large,intermediate,medium,no,no,low,no,medium,no,low,low,high,medium,no
A879,medium,house,large,experienced,low,yes,yes,medium,no,high,yes,medium,medium,high,medium,no
A880,medium,apartment,medium,beginner,medium,yes,no,low,yes,high,yes,high,high,medium,low,no
A881,high,house,medium,intermediate,high,yes,yes,low,no,medium,yes,low,medium,medium,high,no
A882,high,apartment,small,intermediate,low,no,no,medium,no,high,yes,medium,low,low,medium,yes
A883,low,house,small,intermediate,medium,no,yes,high,yes,low,yes,medium,low,low,medium,no
A884,high,house,medium,intermediate,high,yes,yes,low,yes,low,yes,high,high,medium,high,yes
A885,low,house,medium,intermediate,medium,no,no,medium,no,medium,no,high,high,low,medium,yes
A886,high,apartment,large,beginner,high,no,yes,high,yes,medium,no,high,high,low,medium,no
A887,high,house,small,beginner,high,yes,no,low,yes,low,no,medium,low,medium,high,no
A888,low,house,small,experienced,high,no,no,low,yes,high,yes,low,low,low,medium,no
A889,medium,house,small,experienced,high,no,yes,high,no,high,yes,medium,low,medium,low,yes
A890,medium,apartment,medium,intermediate,high,no,no,low,no,high,yes,high,medium,low,low,yes
A891,high,apartment,small,experienced,medium,yes,no,low,no,medium,yes,high,high,low,medium,no
A892,high,apartment,small,experienced,high,no,no,medium,no,high,no,high,medium,medium,high,yes
A893,high,apartment,small,intermediate,high,yes,yes,high,no,high,no,medium,medium,low,medium,no
A894,low,apartment,medium,experienced,medium,yes,no,low,yes,high,no,medium,high,medium,medium,yes
A895,low,apartment,medium,intermediate,low,no,no,high,yes,low,yes,high,high,low,low,no
A896,high,house,small,intermediate,medium,no,yes,low,yes,high,yes,medium,high,medium,low,yes
A897,medium,house,medium,intermediate,high,yes,no,low,yes,low,yes,medium,high,low,medium,yes
A898,high,house,small,experienced,high,no,yes,high,yes,low,yes,low,high,medium,low,no
A899,low,house,large,experienced,medium,no,yes,high,yes,medium,no,high,high,high,high,yes
A900,high,house,small,intermediate,medium,no,yes,medium,no,medium,yes,low,high,medium,low,no
A901,low,apartment,small,beginner,high,yes,no,medium,no,low,no,high,low,low,high,no
A902,medium,apartment,large,experienced,high,yes,yes,high,no,medium,yes,medium,medium,high,low,yes
A903,medium,house,large,intermediate,medium,no,no,low,yes,high,yes,medium,low,low,high,no
A904,medium,house,medium,experienced,medium,yes,no,high,yes,medium,yes,medium,high,low,low,no
A905,high,apartment,small,experienced,medium,yes,yes,low,no,high,no,high,low,low,medium,no
A906,low,apartment,large,beginner,medium,no,yes,low,yes,low,yes,medium,low,medium,low,no
A907,low,house,small,experienced,high,yes,yes,low,yes,low,yes,high,high,low,low,yes
A908,medium,house,large,beginner,high,no,yes,low,no,high,no,low,high,low,low,yes
A909,low,house,large,intermediate,low,yes,no,medium,no,low,yes,low,high,high,high,no
A910,low,apartment,large,beginner,low,no,yes,low,no,high,yes,medium,medium,low,low,no
A911,low,apartment,small,beginner,high,no,no,low,no,medium,yes,low,medium,low,low,no
A912,high,apartment,medium,experienced,high,no,yes,medium,yes,low,yes,high,low,medium,medium,no
A913,high,house,large,intermediate,low,no,yes,medium,no,medium,yes,high,low,high,low,yes
A914,low,apartment,medium,experienced,medium,no,yes,low,yes,medium,no,high,high,high,high,yes
A915,medium,apartment,small,intermediate,low,yes,yes,medium,no,low,yes,low,low,low,medium,yes
A916,low,apartment,medium,experienced,low,yes,no,high,no,low,no,high,high,low,medium,yes
A917,high,apartment,small,experienced,low,yes,no,high,yes,high,no,medium,high,medium,medium,yes
A918,medium,apartment,medium,experienced,medium,yes,no,medium,yes,low,no,medium,medium,medium,low,yes
A919,low,house,large,intermediate,low,yes,yes,high,no,high,yes,medium,medium,low,high,no
A920,low,apartment,small,intermediate,low,no,no,high,yes,medium,yes,medium,high,medium,medium,yes
A921,low,apartment,large,experienced,low,no,no,medium,yes,low,yes,medium,low,low,low,no
A922,medium,house,small,beginner,high,yes,yes,low,yes,low,no,high,low,high,low,no
A923,high,apartment,small,intermediate,low,yes,no,low,no,low,no,high,medium,low,high,yes
A924,low,apartment,medium,experienced,medium,yes,yes,medium,yes,medium,no,low,medium,low,high,no
A925,high,house,large,experienced,low,yes,no,high,no,medium,no,medium,low,high,high,no
A926,medium,house,medium,intermediate,medium,no,yes,high,yes,high,yes,low,high,low,medium,no
A927,low,apartment,medium,experienced,high,yes,no,high,yes,low,yes,low,low,medium,medium,yes
A928,high,house,small,experienced,high,yes,yes,low,no,low,yes,low,high,medium,medium,yes
A929,low,house,medium,intermediate,medium,no,no,low,yes,high,yes,high,high,medium,low,yes
A930,high,house,small,intermediate,low,no,yes,low,yes,high,no,medium,high,low,medium,yes
A931,low,apartment,medium,experienced,medium,yes,yes,high,no,medium,yes,medium,low,low,medium,no
A932,high,apartment,small,experienced,medium,yes,no,low,no,medium,no,medium,low,medium,low,no
A933,high,house,medium,beginner,low,yes,no,low,yes,low,no,high,medium,high,medium,yes
A934,low,house,medium,intermediate,high,no,no,low,no,high,yes,low,low,high,low,yes
A935,medium,apartment,large,experienced,medium,no,yes,medium,yes,low,no,high,low,low,high,yes
A936,low,house,large,experienced,low,no,yes,low,no,high,yes,medium,high,medium,medium,no
A937,low,apartment,small,beginner,high,no,no,medium,no,low,no,high,medium,low,medium,no
A938,high,apartment,small,beginner,medium,no,yes,medium,no,medium,yes,low,medium,medium,low,yes
A939,low,apartment,small,intermediate,high,no,yes,low,yes,low,no,medium,high,low,high,no
A940,high,apartment,medium,beginner,high,yes,no,low,no,high,no,medium,medium,high,medium,yes
A941,high,house,medium,beginner,high,no,no,medium,no,medium,no,low,medium,high,low,yes
A942,medium,apartment,large,beginner,low,yes,no,low,no,high,yes,high,high,low,high,no
A943,high,apartment,medium,intermediate,low,no,yes,low,no,medium,no,low,medium,medium,high,no
A944,high,apartment,small,intermediate,medium,no,yes,low,yes,medium,no,high,low,low,medium,yes
A945,low,house,small,intermediate,medium,yes,yes,low,yes,high,yes,medium,high,low,medium,yes
A946,high,house,small,beginner,low,no,no,low,yes,medium,no,high,medium,high,medium,yes
A947,low,apartment,medium,beginner,low,yes,no,high,no,medium,no,medium,medium,medium,low,no
A948,medium,house,medium,beginner,medium,yes,no,medium,yes,low,no,high,high,medium,high,no
A949,medium,house,small,experienced,medium,yes,no,medium,no,medium,yes,low,high,low,medium,yes
A950,high,house,large,beginner,high,yes,yes,high,yes,high,yes,medium,high,low,medium,yes
A951,high,house,medium,experienced,low,yes,yes,medium,no,high,yes,low,high,low,high,yes
A952,high,house,small,experienced,low,no,no,low,no,low,no,low,high,high,high,no
A953,low,house,medium,experienced,medium,yes,yes,medium,no,medium,yes,high,low,low,low,no
A954,medium,apartment,small,experienced,medium,yes,no,medium,yes,low,yes,low,high,high,low,no
A955,medium,house,large,beginner,medium,no,yes,low,no,low,no,high,high,medium,low,no
A956,high,house,large,experienced,medium,no,yes,high,no,medium,yes,low,medium,low,high,yes
A957,medium,apartment,small,intermediate,high,no,no,medium,yes,low,yes,medium,high,high,high,no
A958,medium,house,small,experienced,medium,no,no,low,no,low,no,low,low,low,low,yes
A959,medium,apartment,small,intermediate,low,no,no,low,yes,low,no,medium,low,medium,low,no
A960,medium,apartment,large,experienced,high,yes,yes,high,no,medium,yes,high,medium,high,high,no
A961,low,apartment,large,beginner,low,no,no,medium,no,low,yes,low,low,medium,high,no
A962,medium,apartment,medium,experienced,low,no,no,low,no,medium,yes,high,low,medium,medium,yes
A963,medium,apartment,small,intermediate,high,no,no,medium,yes,low,yes,medium,high,low,high,yes
A964,medium,house,large,intermediate,low,yes,no,low,yes,low,yes,low,high,high,low,no
A965,low,house,small,experienced,medium,no,yes,high,no,medium,no,medium,medium,medium,medium,no
A966,high,house,large,experienced,medium,no,no,low,yes,high,yes,low,medium,medium,medium,no
A967,medium,house,large,beginner,low,yes,yes,high,yes,high,yes,high,high,low,low,yes
A968,high,apartment,large,experienced,low,no,no,medium,yes,medium,no,high,high,low,high,no
A969,low,apartment,small,experienced,high,yes,no,high,no,medium,yes,high,high,low,medium,no
A970,medium,house,large,experienced,high,yes,yes,medium,no,high,no,high,high,low,medium,yes
A971,high,house,small,experienced,high,yes,no,high,yes,low,yes,medium,high,low,low,yes
A972,medium,house,medium,beginner,high,yes,no,low,yes,low,yes,medium,medium,high,low,no
A973,high,apartment,large,beginner,high,yes,yes,high,no,medium,yes,low,high,high,medium,no
A974,low,house,large,experienced,low,no,no,low,no,high,no,low,medium,low,high,yes
A975,high,apartment,small,intermediate,high,yes,yes,medium,yes,low,no,medium,low,medium,low,no
A976,high,apartment,medium,beginner,medium,yes,yes,high,no,high,no,medium,high,high,high,yes
A977,medium,apartment,large,experienced,medium,yes,no,medium,yes,low,no,low,low,high,high,no
A978,high,house,medium,beginner,high,yes,no,medium,no,high,yes,medium,high,medium,medium,no
A979,high,apartment,small,beginner,low,no,yes,medium,yes,low,no,low,low,low,high,yes
A980,high,apartment,small,intermediate,low,yes,no,low,no,medium,no,low,high,medium,low,no
A981,low,house,small,intermediate,high,yes,yes,medium,no,high,no,low,high,medium,high,yes
A982,high,house,small,experienced,medium,yes,no,medium,no,medium,no,high,high,medium,high,yes
A983,high,house,small,beginner,medium,yes,no,low,yes,low,no,low,high,high,high,yes
A984,low,apartment,medium,beginner,medium,no,yes,medium,yes,low,yes,low,medium,low,low,no
A985,high,apartment,small,intermediate,high,yes,yes,low,yes,medium,no,low,high,low,medium,yes
A986,high,apartment,medium,beginner,medium,yes,yes,medium,no,low,yes,high,low,medium,low,no
A987,high,house,medium,intermediate,low,no,yes,high,yes,medium,yes,high,low,medium,high,yes
A988,high,house,small,beginner,low,no,yes,medium,no,low,no,high,low,low,medium,no
A989,high,house,medium,experienced,high,yes,yes,medium,no,high,no,low,low,medium,high,yes
A990,high,house,large,beginner,low,no,yes,low,yes,high,yes,low,medium,high,high,yes
A991,low,house,large,intermediate,low,no,yes,low,no,medium,no,medium,low,high,low,yes
A992,high,apartment,large,experienced,low,yes,no,high,yes,medium,yes,medium,medium,high,medium,no
A993,low,apartment,large,beginner,high,yes,no,low,no,low,yes,medium,low,medium,medium,no
A994,low,house,large,experienced,low,no,no,high,yes,high,yes,medium,medium,low,high,no
A995,high,house,large,beginner,low,no,yes,low,yes,low,no,high,high,high,low,yes
A996,medium,apartment,large,beginner,high,yes,no,medium,no,high,yes,high,high,high,medium,yes
A997,high,house,medium,beginner,high,yes,no,high,no,low,no,low,low,high,medium,no
A998,low,house,large,experienced,medium,no,no,low,no,low,no,medium,medium,low,medium,yes
A999,high,apartment,large,intermediate,low,no,yes,low,no,medium,yes,high,low,high,high,yes
A1000,medium,house,large,experienced,high,no,no,medium,yes,low,yes,high,high,high,high,no
